id,education,marriage,income,is_local,apply_amount,overdue_amount,credit_amount,overdue_months,overdue_number,extened_number,advanced_number,state
15794,1,1,4,0,900,0,27600,2,0,0,0,0
15795,2,1,4,0,750,0,329237,5,1,0,0,0
15796,4,1,6,0,130,0,127216,1,0,0,0,0
15797,2,1,4,0,65,0,35508,1,0,0,0,0
15798,1,2,3,1,2700,0,2700,12,0,0,0,0
15799,2,1,4,1,7150,0,7150,41,0,0,0,0
15800,4,1,6,0,600,0,39553,1,0,0,0,0
15801,1,2,2,1,8000,0,47300,14,0,0,0,0
15802,2,1,5,0,4400,0,34400,0,0,0,0,0
15803,1,2,3,0,1600,0,1600,2,0,0,0,0
15804,1,1,4,0,24000,0,0,6,0,0,0,0
15805,1,2,3,1,600,0,12450,4,0,0,0,0
15806,1,2,3,1,5150,0,5150,0,0,0,0,0
15807,2,1,4,1,0,0,0,23,0,0,0,0
15808,4,2,3,1,4800,0,137000,0,1,0,0,1
15809,1,1,3,1,919,0,196200,0,0,0,0,0
15810,1,2,3,1,1499,0,339000,0,0,0,0,0
15811,1,1,4,0,500,0,4300,1,0,0,0,0
15812,1,2,2,0,1100,0,16101,0,0,0,0,0
15813,1,3,3,0,13500,0,13500,1,0,0,0,0
15814,2,1,5,1,700,0,9300,0,0,0,0,0
15815,2,1,4,1,5000,0,13000,7,0,0,0,0
15816,1,1,3,1,0,0,0,0,0,0,0,0
15817,1,1,4,1,2000,0,7000,5,0,0,0,0
15818,4,1,4,0,5400,0,12600,0,0,0,0,0
15819,2,1,5,0,1200,0,122400,7,1,0,0,0
15820,4,1,2,1,1400,0,5545,4,0,0,0,1
15821,2,2,4,1,690,0,490934,14,0,0,0,0
15822,2,2,3,1,100,0,19378,29,0,0,0,0
15823,4,2,3,1,2300,0,64000,9,0,0,0,0
15824,1,1,3,1,1800,0,11800,0,0,0,0,0
15825,2,1,4,0,500,0,74100,13,0,0,0,0
15826,4,1,4,1,0,0,0,1,0,0,0,0
15827,1,1,5,0,1092,0,25200,19,2,0,0,0
15828,4,1,3,0,2500,0,202200,4,2,0,0,0
15829,1,1,4,1,3000,0,8000,6,0,0,0,0
15830,1,1,4,1,800,0,103600,0,0,0,0,0
15831,1,3,3,1,168,0,5700,0,1,0,0,0
15832,2,2,3,1,500,0,19227,0,0,0,0,0
15833,2,1,3,1,771,0,211100,0,0,0,0,0
15834,1,2,4,0,532,0,12532,11,0,0,0,0
15835,1,1,4,0,500,0,11916,26,1,0,0,0
15836,4,1,2,0,150000,0,150000,0,1,0,0,0
15837,2,1,4,1,0,0,0,1,0,0,0,0
15838,2,1,5,0,0,0,0,4,0,0,0,0
15839,1,1,3,0,2000,0,8000,0,0,0,0,0
15840,1,2,2,1,500,0,6799,2,0,0,0,0
15841,1,2,3,1,0,0,0,0,0,0,0,0
15842,1,1,5,0,20000,0,20000,7,0,0,0,0
15843,1,2,3,0,500,0,5381,4,0,0,0,0
15844,1,2,4,1,500,0,7077,9,0,0,0,0
15845,4,2,7,0,16492,0,16492,0,0,0,0,0
15846,1,1,3,1,3324,0,3324,17,0,0,0,0
15847,2,1,4,1,11000,0,225000,0,0,0,0,0
15848,1,1,4,1,2000,0,7000,4,0,0,0,0
15849,4,1,4,1,560,0,49490,0,0,0,0,0
15850,1,1,4,1,14600,0,63600,7,1,0,0,0
15851,1,1,4,1,2000,0,2000,5,0,0,0,0
15852,2,2,6,1,6998,0,81098,0,0,0,0,0
15853,1,1,3,1,500,0,30900,8,0,0,0,0
15854,1,2,3,1,910,0,17433,0,0,0,0,0
15855,2,2,3,0,1400,0,783400,5,2,0,0,0
15856,4,1,1,1,4000,0,4000,3,0,0,0,0
15857,4,2,2,1,1200,0,5800,0,0,0,0,0
15858,4,1,5,0,1870,0,99870,0,0,0,0,0
15859,1,1,3,0,1000,0,4500,1,0,0,0,0
15860,2,2,2,1,580,0,100222,0,1,0,0,0
15861,4,1,2,1,5000,0,8000,1,0,0,0,0
15862,1,2,3,0,2000,0,2000,5,0,0,0,1
15863,4,1,2,1,0,0,0,25,0,0,0,0
15864,2,1,4,1,11000,0,11000,0,0,0,0,0
15865,1,2,4,1,1670,0,7800,0,0,0,0,0
15866,1,1,4,1,0,0,0,2,0,0,0,0
15867,4,1,3,1,362,0,70300,0,0,0,0,0
15868,2,2,3,0,30000,0,30000,0,0,0,0,0
15869,1,1,4,1,1000,0,302901,3,1,0,0,0
15870,2,1,4,1,600,0,17001,0,0,0,0,0
15871,1,1,3,1,2000,0,34000,0,0,0,0,0
15872,1,1,3,0,1600,0,6000,9,0,0,0,0
15873,1,2,4,0,0,0,0,0,0,0,0,0
15874,2,1,4,1,500,0,10310,32,0,0,0,0
15875,1,1,4,1,1149,0,1149,0,0,0,0,0
15876,1,1,4,0,2400,0,66900,0,0,0,0,0
15877,2,2,3,1,0,0,0,8,0,0,0,0
15878,1,2,3,1,7044,0,7044,5,0,0,0,0
15879,1,1,3,1,1000,0,2100,0,0,0,0,0
15880,2,1,5,0,5000,0,5000,0,0,0,0,0
15881,1,1,4,1,1000,0,16600,7,0,0,0,0
15882,4,2,3,1,1500,0,13098,0,0,0,0,0
15883,1,1,3,1,1000,0,16300,4,0,0,0,0
15884,4,1,3,1,1500,0,20663,1,0,0,0,0
15885,1,1,4,0,1900,0,39500,0,0,0,0,0
15886,2,1,5,0,5188,0,111488,0,0,0,0,0
15887,1,1,5,0,2800,0,8800,0,0,0,0,0
15888,2,2,3,0,100,0,9110,2,0,0,0,0
15889,1,1,3,1,0,0,0,27,0,0,0,0
15890,1,2,3,1,1000,0,50800,0,0,0,0,1
15891,1,1,4,1,1100,0,8100,10,0,0,0,0
15892,1,1,3,0,1200,0,2522,2,0,0,0,0
15893,1,1,4,1,539,0,21198,0,1,0,0,0
15894,1,1,4,1,500,0,263500,8,1,0,0,0
15895,1,1,3,0,2500,0,2500,29,0,0,0,0
15896,1,2,3,1,1000,0,8900,8,1,0,0,0
15897,1,1,4,1,30000,0,190000,4,1,0,0,0
15898,4,1,4,1,5000,0,292500,1,0,0,0,0
15899,1,1,3,0,360000,0,360000,0,0,0,0,0
15900,1,1,4,0,0,0,0,9,0,0,0,1
15901,2,2,3,0,2500,0,2500,1,0,0,0,0
15902,2,1,5,0,897,0,124449,15,0,0,0,0
15903,1,2,2,0,1900,0,131030,0,1,0,0,0
15904,2,1,4,0,2000,0,85575,4,1,0,0,0
15905,1,1,4,1,4350,0,4350,2,1,0,0,0
15906,2,1,5,0,2000,0,5618,0,0,0,0,0
15907,1,1,3,0,1200,0,47842,1,0,0,0,0
15908,1,1,5,0,1850,0,28080,1,0,0,0,0
15909,1,2,3,0,350,0,48654,13,0,0,0,0
15910,1,1,4,0,2900,0,2900,0,0,0,0,0
15911,1,1,4,1,20000,0,20000,16,0,0,0,0
15912,1,3,4,0,0,0,0,26,0,0,0,0
15913,1,1,4,0,919,0,3188,27,0,0,0,0
15914,1,1,4,0,1529,0,344539,10,0,0,0,0
15915,4,1,4,1,900,0,81970,1,0,0,0,0
15916,4,1,4,0,500,0,59099,1,0,0,0,0
15917,1,1,4,0,500,0,22145,31,0,0,0,0
15918,1,3,3,1,5000,0,5000,23,0,0,0,0
15919,2,1,3,1,1956,0,404080,4,0,0,0,0
15920,1,1,4,1,1000,0,79900,0,0,0,0,0
15921,1,1,4,0,1200,0,54800,0,0,0,0,0
15922,4,2,3,1,1500,0,21000,1,0,0,0,1
15923,1,1,3,1,11000,0,11000,15,0,0,0,0
15924,2,1,4,1,110000,0,510000,0,1,0,0,0
15925,2,1,4,0,1200,0,101105,2,1,0,0,0
15926,1,2,3,0,1000,0,34593,15,2,0,0,0
15927,2,2,2,0,3100,0,12500,29,0,0,0,0
15928,1,1,4,1,0,0,0,0,0,0,0,0
15929,4,1,7,1,150000,0,150000,1,0,0,0,0
15930,4,1,4,0,0,0,0,0,0,0,0,0
15931,2,1,5,1,278,0,57055,11,1,0,0,0
15932,4,1,5,0,2000,0,683400,2,1,0,0,0
15933,1,1,4,1,6500,0,138000,5,1,0,0,0
15934,1,1,4,1,150000,0,750000,10,0,0,0,0
15935,4,1,3,1,500,0,28392,16,2,0,0,0
15936,4,1,3,1,1000,0,4324,0,0,0,0,0
15937,1,2,3,1,168,0,23631,0,0,0,0,0
15938,2,2,3,1,500,0,9000,1,1,0,0,0
15939,4,1,3,1,3400,0,89677,2,1,0,0,0
15940,1,1,4,1,500,0,172100,0,2,0,0,0
15941,1,1,4,0,758,0,14104,10,0,0,0,0
15942,1,1,4,1,0,0,0,0,0,0,0,0
15943,1,1,4,0,180,0,49050,3,9,0,0,0
15944,1,1,3,0,0,0,0,6,0,0,0,1
15945,1,1,3,1,1200,0,103046,0,0,0,0,0
15946,1,2,3,0,0,0,0,3,0,0,0,0
15947,1,1,4,1,7000,0,24400,19,1,0,0,0
15948,1,2,3,1,5000,0,5000,7,1,0,0,0
15949,1,2,3,1,0,0,0,22,0,0,0,0
15950,1,2,2,1,0,0,0,5,0,0,0,0
15951,1,2,3,0,600,0,50356,6,0,0,0,0
15952,2,2,4,0,0,0,0,28,0,0,0,0
15953,1,3,5,0,10000,0,0,50,0,0,0,0
15954,1,2,3,1,800,0,15607,15,0,0,0,0
15955,1,1,4,0,1000,0,16500,7,0,0,0,0
15956,1,1,3,1,1638,0,0,13,1,0,0,1
15957,1,1,3,0,500,0,99328,5,0,0,0,0
15958,2,1,4,1,600,0,15200,10,0,0,0,0
15959,1,1,4,1,30000,0,0,21,0,0,0,0
15960,1,2,3,0,5000,0,0,10,1,0,0,0
15961,1,1,4,0,300,0,5300,0,0,0,0,0
15962,1,1,4,1,1000,123,3699,48,0,0,0,0
15963,1,1,4,1,5088,0,30000,27,3,0,1,0
15964,1,2,3,1,500,0,5992,1,0,0,0,0
15965,2,2,3,1,7000,0,7000,35,0,0,0,0
15966,1,1,3,1,4100,0,50200,0,0,0,0,0
15967,2,1,4,0,1000,0,97800,0,0,0,0,0
15968,3,2,4,0,10000,0,70000,0,0,0,0,0
15969,2,2,3,0,1000,0,2500,6,3,0,0,1
15970,2,3,4,1,1400,0,20000,8,0,0,0,0
15971,1,1,3,0,0,0,0,4,0,0,0,0
15972,1,1,4,0,0,78,0,6,0,0,0,0
15973,1,2,4,0,4000,0,8300,1,0,0,0,1
15974,1,2,3,1,899,0,9600,5,0,0,0,0
15975,1,2,3,1,19000,0,19000,3,0,0,0,0
15976,1,1,4,1,2000,0,21000,11,0,0,0,0
15977,1,2,3,1,1000,23,6000,1,0,0,0,0
15978,1,1,4,1,4000,0,24600,3,0,0,0,0
15979,1,2,3,0,0,0,0,2,0,0,0,0
15980,1,1,4,0,0,0,0,26,0,0,0,0
15981,1,2,3,0,2000,0,24000,4,0,0,0,0
15982,1,1,4,1,2000,0,52000,25,1,1,0,0
15983,4,1,4,0,2000,0,5000,0,0,0,0,0
15984,1,1,4,1,5300,0,5300,1,0,0,0,0
15985,1,2,3,1,2500,0,16500,0,0,0,0,0
15986,1,1,4,1,3167,0,44167,0,0,0,0,0
15987,1,1,4,1,152,0,11100,21,0,0,0,0
15988,4,1,4,1,500,0,132750,7,12,0,0,0
15989,1,2,3,1,600,0,326700,5,0,0,0,0
15990,1,2,4,0,500,0,17200,34,0,0,0,0
15991,2,1,4,0,0,0,0,1,0,0,0,0
15992,2,2,3,1,168,0,446400,7,0,0,0,0
15993,1,2,3,0,500,0,80654,4,0,0,0,0
15994,4,2,3,1,500,0,31256,12,0,0,0,0
15995,1,2,3,0,0,0,0,1,0,0,0,0
15996,4,1,2,1,2802,0,0,5,0,0,0,0
15997,1,1,3,0,3000,0,97496,0,0,0,0,0
15998,1,1,2,1,1100,0,28200,0,0,0,0,1
15999,1,2,3,1,1000,0,1100,0,0,0,0,0
16000,4,3,4,0,3200,0,23200,3,0,0,0,0
16001,1,1,4,1,50,0,21117,2,4,0,0,0
16002,1,2,3,0,0,0,0,28,0,0,0,0
16003,1,1,4,1,1200,0,1200,25,0,0,0,0
16004,2,1,3,0,5500,0,0,10,1,0,1,0
16005,1,1,4,1,100,0,156500,0,0,0,0,0
16006,1,1,3,1,800,0,102948,0,0,0,0,0
16007,1,1,4,1,1104,0,487674,14,1,0,0,1
16008,1,1,4,1,2400,0,22400,0,0,0,0,0
16009,2,1,4,1,2862,0,199862,11,0,0,0,0
16010,1,1,4,1,2799,0,98799,3,0,0,0,0
16011,2,2,3,1,3400,0,103400,39,1,0,0,0
16012,1,2,3,1,0,0,0,3,0,0,0,0
16013,1,1,4,0,1000,0,11200,22,0,0,0,0
16014,1,3,4,0,2500,0,4500,28,0,0,0,0
16015,2,2,3,1,600,0,11200,0,0,0,0,0
16016,1,1,3,0,9500,0,209500,11,5,0,0,0
16017,1,2,2,0,500,0,28356,3,1,0,0,0
16018,2,1,3,1,936,0,59387,2,1,0,0,0
16019,1,1,4,0,0,0,0,21,0,0,0,0
16020,1,1,4,1,2000,0,13000,21,1,0,0,0
16021,1,1,4,0,1200,0,129900,15,0,0,0,0
16022,2,1,4,0,154,0,6700,44,4,0,0,0
16023,1,1,4,0,4000,24,4000,19,0,0,0,0
16024,1,2,3,1,7000,140,7000,10,0,0,0,0
16025,1,2,3,0,1500,0,4000,0,0,0,0,0
16026,1,3,3,0,500,0,23207,6,0,0,0,0
16027,2,2,5,0,800,0,145408,5,0,0,0,0
16028,1,1,3,1,14000,0,14000,4,0,0,0,0
16029,1,3,6,0,2000,0,46000,14,0,0,0,1
16030,1,1,4,1,5000,0,697680,22,1,0,0,0
16031,4,2,3,1,3400,0,446300,0,0,0,0,0
16032,3,2,3,0,500,0,18300,4,1,0,0,0
16033,4,1,2,0,3700,0,3700,5,0,0,0,0
16034,1,1,4,1,637,0,223611,0,0,0,0,0
16035,2,2,2,0,32000,0,32000,17,0,0,0,0
16036,4,1,2,1,1500,0,10900,14,0,0,0,0
16037,1,1,3,1,1000,0,11400,0,0,0,0,1
16038,1,3,3,1,1000,0,1500,13,0,0,0,0
16039,1,1,4,1,3599,0,3599,0,1,0,0,0
16040,1,2,4,0,1000,0,30817,0,0,0,0,0
16041,1,1,7,1,20000,0,540000,3,3,0,0,0
16042,1,1,7,0,1000,0,110600,0,0,0,0,0
16043,1,1,4,1,5300,0,47800,2,0,0,0,0
16044,4,2,2,1,910,0,8439,28,0,0,0,0
16045,1,1,4,1,3200,0,29100,1,1,0,0,0
16046,2,2,3,0,9000,0,9000,17,0,0,0,0
16047,1,1,3,0,2000,0,5000,11,0,0,0,0
16048,2,2,3,0,3000,0,46500,10,1,0,0,1
16049,1,2,2,1,324,0,28524,12,1,0,0,0
16050,2,1,5,0,8000,0,24000,28,0,0,0,1
16051,1,1,4,0,500,0,214367,5,1,0,0,0
16052,2,2,4,1,661,0,50678,0,0,0,0,0
16053,1,1,5,0,1200,0,3900,0,0,0,0,0
16054,1,1,2,1,1000,0,24600,16,0,0,0,0
16055,1,2,3,1,3000,204,14000,3,0,0,0,0
16056,2,2,3,0,533,0,37040,2,0,0,0,0
16057,1,2,3,1,600,0,24844,1,0,0,0,0
16058,1,2,2,1,0,0,0,0,0,0,0,1
16059,1,2,3,0,233,0,53908,12,1,0,0,0
16060,1,1,4,0,200,0,37826,5,0,0,0,0
16061,1,2,3,1,1100,0,28400,13,0,0,0,0
16062,1,3,4,0,10000,0,0,29,1,0,0,0
16063,1,2,3,1,7500,0,0,4,0,0,0,0
16064,4,1,2,1,1000,0,62061,2,0,0,0,0
16065,4,1,3,1,1500,0,5500,0,0,0,0,0
16066,2,1,7,1,249,0,20333,12,4,0,0,0
16067,1,2,3,1,5000,0,5000,9,0,0,0,0
16068,1,2,3,1,4300,0,10300,0,0,0,0,0
16069,1,1,3,0,74,0,34499,1,0,0,0,0
16070,2,1,5,0,330,0,15380,20,5,0,0,0
16071,1,2,4,0,0,0,0,0,0,0,0,0
16072,1,1,4,0,10000,0,110000,0,2,0,0,0
16073,1,1,4,1,4150,0,186747,7,2,0,0,0
16074,1,1,4,1,1500,0,390900,0,2,0,0,0
16075,1,3,2,1,1500,0,24500,2,0,0,0,0
16076,1,2,3,1,2600,0,2600,2,0,0,0,0
16077,1,1,3,1,912,0,21987,1,0,0,0,0
16078,2,1,3,1,888,0,29977,0,0,0,0,0
16079,1,1,4,1,260000,0,260000,12,2,0,0,0
16080,2,2,1,1,5000,0,5000,0,0,0,0,0
16081,1,2,3,1,3000,0,3000,2,0,0,0,0
16082,1,1,4,0,660,0,18900,7,0,0,0,0
16083,4,1,6,1,16000,0,16000,13,0,0,0,0
16084,1,1,4,1,1274,100,373255,25,0,0,0,0
16085,1,1,3,0,5000,0,0,11,1,0,0,0
16086,1,1,3,1,2000,0,7000,4,0,0,0,0
16087,2,2,4,0,1,0,333700,2,0,0,0,0
16088,2,1,4,0,4000,23,5000,21,0,0,0,0
16089,1,1,3,0,4200,0,10775,0,0,0,0,0
16090,1,2,3,1,12000,0,12000,0,0,0,0,0
16091,1,1,3,1,400,0,9000,0,0,0,0,0
16092,1,2,3,0,500,0,26488,27,0,0,0,0
16093,2,1,4,1,168,0,37514,2,0,0,0,0
16094,1,2,3,1,1600,0,23143,0,2,0,0,0
16095,1,2,2,1,526,0,4456,6,1,0,0,1
16096,2,2,4,1,500,0,14100,0,0,0,0,0
16097,4,2,2,1,0,0,0,0,0,0,0,1
16098,2,1,4,1,700,0,231321,2,0,0,0,0
16099,1,1,4,1,500,0,66638,0,0,0,0,0
16100,1,2,3,0,2500,0,2500,3,0,0,0,0
16101,1,1,4,1,6000,0,9000,1,0,0,0,0
16102,1,3,3,1,1000,0,2000,18,0,0,0,1
16103,1,1,3,0,6888,0,0,1,1,0,0,0
16104,1,2,3,0,500,0,15430,26,0,0,0,0
16105,2,2,3,0,166,0,77501,2,2,0,0,0
16106,1,2,3,1,1092,0,20000,2,0,0,0,0
16107,1,1,3,1,547,0,332062,3,1,0,0,0
16108,1,1,3,1,3000,0,3000,0,0,0,0,0
16109,2,1,4,0,0,0,0,0,0,0,0,0
16110,2,2,3,1,283,0,45829,0,0,0,0,0
16111,1,2,3,1,168,0,16000,2,0,0,0,0
16112,1,1,4,0,800,0,80075,2,0,0,0,0
16113,1,1,4,1,416,0,33601,11,0,0,0,0
16114,4,1,4,1,0,0,0,0,0,0,0,0
16115,4,2,5,0,0,0,0,6,0,0,0,0
16116,1,1,4,1,389,0,20946,0,0,0,0,0
16117,1,2,3,1,1000,0,1020125,0,0,0,0,0
16118,2,1,4,1,300000,0,0,2,0,0,0,0
16119,1,1,4,0,1000,0,223299,4,0,0,0,0
16120,2,2,4,1,0,0,0,13,0,0,0,0
16121,1,1,3,1,1100,0,23900,0,0,0,0,0
16122,1,2,3,1,1200,0,1200,32,1,0,0,0
16123,4,1,3,0,500,0,15099,0,0,0,0,0
16124,1,1,4,0,600,0,19500,0,0,0,0,0
16125,2,2,3,1,39,0,131800,2,2,0,0,0
16126,1,1,4,1,800,0,424300,6,0,0,0,0
16127,1,2,3,0,168,0,20100,1,0,0,0,0
16128,1,2,2,1,1998,0,21404,5,0,0,0,0
16129,1,2,3,1,192,0,224040,1,1,0,0,0
16130,1,1,3,1,500,0,3500,0,0,0,0,0
16131,2,2,3,1,320,0,32817,0,0,0,0,0
16132,1,2,4,1,3750,0,13250,0,0,0,0,0
16133,1,1,3,0,3000,0,25051,3,0,0,0,0
16134,1,1,3,1,1500,0,7100,0,0,0,0,0
16135,1,1,4,0,20,0,250300,9,14,0,0,0
16136,4,1,7,0,20000,0,450000,0,0,0,0,0
16137,2,2,4,0,3746,0,7564,4,0,0,0,0
16138,4,2,2,1,4900,0,41900,8,0,0,0,0
16139,1,1,4,1,520,0,21545,3,0,0,0,0
16140,1,1,4,1,0,0,0,1,0,0,0,0
16141,4,1,3,1,1100,0,31000,2,0,0,0,0
16142,1,2,4,0,0,0,0,15,0,0,0,0
16143,1,1,4,1,200,0,62830,12,1,0,0,0
16144,1,1,3,1,4000,0,225000,0,1,0,0,0
16145,1,1,4,1,0,0,0,4,0,0,0,0
16146,2,2,3,1,0,0,0,19,0,0,0,0
16147,4,2,4,1,0,0,0,0,0,0,0,0
16148,4,1,4,1,100000,0,100000,3,0,0,0,0
16149,2,2,2,0,800,0,9401,0,0,0,0,0
16150,4,1,2,1,1700,0,23500,0,0,0,0,0
16151,4,1,6,1,100000,0,150000,0,0,0,0,0
16152,1,1,3,1,1236,0,170337,0,0,0,0,0
16153,1,1,3,1,590,0,7569,0,0,0,0,0
16154,4,3,6,1,0,0,0,7,0,0,0,0
16155,1,1,5,0,5000,0,112200,0,0,0,0,0
16156,2,1,3,0,1657,0,132827,1,1,0,0,0
16157,1,1,3,1,500,0,8633,0,0,0,0,0
16158,1,2,4,1,0,14,0,3,0,0,0,0
16159,1,1,3,1,2600,0,0,0,0,0,0,0
16160,1,1,3,0,1300,0,195000,0,0,0,0,0
16161,1,2,3,1,3627,0,21282,1,0,0,0,0
16162,1,2,4,0,2688,0,6000,5,0,0,0,0
16163,1,3,3,1,1500,0,71500,1,0,0,0,0
16164,1,2,3,1,500,0,0,4,1,0,0,0
16165,1,2,4,0,4900,0,4900,0,0,0,0,0
16166,1,1,3,0,3000,0,19000,0,0,0,0,0
16167,1,1,5,0,500,0,136320,2,0,0,0,0
16168,1,2,3,0,500,0,25100,7,0,0,0,0
16169,1,1,4,1,0,0,0,6,0,0,0,0
16170,1,1,3,0,500,0,6350,0,0,0,0,0
16171,1,1,4,1,0,0,0,0,0,0,0,0
16172,1,1,4,1,1700,124,18422,11,0,0,0,0
16173,1,1,4,1,1200,0,8999,0,1,0,0,0
16174,4,1,4,1,2499,0,19499,4,0,0,0,0
16175,1,2,3,0,3000,0,17590,2,0,0,0,0
16176,1,1,5,0,1500,0,18599,0,0,0,0,0
16177,1,1,4,1,500,0,101611,1,1,0,0,0
16178,2,1,4,0,69,0,323270,9,1,0,0,0
16179,1,1,4,0,2000,539,378900,13,1,0,0,0
16180,1,2,3,1,6000,0,356000,1,1,0,0,0
16181,1,1,4,1,2500,0,15800,0,1,0,0,0
16182,4,2,2,0,1498,0,0,6,1,0,0,0
16183,1,1,3,0,5000,0,190000,11,1,0,0,0
16184,2,3,4,1,0,0,0,5,0,0,0,0
16185,1,2,3,1,2498,0,2498,0,0,0,0,0
16186,1,2,3,1,0,0,0,0,0,0,0,0
16187,1,1,4,1,5500,0,5500,14,0,0,0,0
16188,1,1,4,1,1000,0,30000,1,0,0,0,0
16189,2,1,4,1,8000,0,30700,0,0,0,0,0
16190,1,2,3,0,0,0,0,17,0,0,0,0
16191,1,2,3,1,3000,0,3000,8,0,0,0,0
16192,1,1,4,0,0,0,0,3,0,0,0,0
16193,2,1,3,0,0,0,0,1,0,0,0,0
16194,4,1,4,1,70000,0,0,2,0,0,0,0
16195,1,2,3,1,7044,0,7044,2,0,0,0,0
16196,4,1,3,1,38850,0,38850,1,0,0,0,0
16197,1,1,5,0,2000,0,4500,1,1,0,0,0
16198,2,1,3,0,1200,0,318933,0,0,0,0,0
16199,1,1,4,1,3000,0,93000,0,0,0,0,0
16200,1,3,3,1,1500,0,0,40,0,0,0,0
16201,1,1,3,1,600,0,28398,1,0,0,0,0
16202,1,1,4,1,526,0,38526,1,0,0,0,0
16203,2,1,5,1,4900,0,193500,0,0,0,0,0
16204,1,1,4,1,500,64,500,19,1,0,0,0
16205,1,1,4,1,1001,0,214401,0,1,0,0,0
16206,1,1,3,1,500,0,41000,21,0,0,0,0
16208,1,1,3,0,1000,0,3000,16,1,0,0,0
16209,1,1,4,0,50000,0,420000,10,0,0,0,0
16210,1,1,4,1,269,0,13193,0,0,0,0,0
16211,2,2,3,0,1186,0,154100,2,0,0,0,0
16212,1,1,3,1,0,0,0,16,0,0,0,0
16213,1,1,4,1,1274,0,20900,1,0,0,0,0
16214,1,2,3,1,3894,0,3894,15,0,0,0,0
16215,1,2,3,1,6427,0,16027,7,0,0,0,0
16216,4,1,4,1,0,0,0,0,0,0,0,0
16217,4,1,3,1,1300,0,613500,1,0,0,0,0
16218,1,2,3,1,4043,0,399043,3,0,0,0,0
16219,1,1,4,1,2602,0,88000,0,0,0,0,0
16220,2,2,3,1,4752,0,4752,0,0,0,0,0
16221,2,1,4,1,1000,0,6000,1,0,0,0,0
16222,2,1,3,1,1000,0,65500,0,0,0,0,0
16223,2,1,4,1,2500,0,8100,0,0,0,0,0
16224,1,1,4,1,4500,0,26100,0,0,0,0,0
16225,1,1,4,1,631,0,54400,3,0,0,0,0
16226,4,1,7,0,8000,0,8000,3,0,0,0,0
16227,2,2,3,0,1100,0,1200,1,0,0,0,0
16228,1,1,4,1,2500,0,6288,17,1,0,0,0
16229,1,1,4,0,2198,2,83000,7,0,0,0,0
16230,1,2,3,1,500,0,2000,0,0,0,0,0
16231,2,1,5,1,0,0,0,0,0,0,0,0
16232,1,2,2,1,10000,0,10000,0,0,0,0,0
16233,1,1,4,1,2900,0,2900,7,0,0,0,0
16234,4,1,7,1,1000,0,50500,1,0,0,0,0
16235,1,2,3,1,5500,0,337200,0,1,0,0,0
16236,1,1,4,1,1000,0,9356,0,0,0,0,0
16237,1,2,3,0,1200,0,1200,9,0,0,0,0
16238,1,1,6,0,0,0,0,13,0,0,0,0
16239,2,1,3,1,0,0,0,13,0,0,0,1
16240,4,1,3,1,8600,0,8600,7,0,0,0,0
16241,1,2,3,0,4986,0,4986,0,0,0,0,0
16242,1,2,2,0,2000,0,2000,32,0,0,0,0
16243,1,1,4,0,889,0,39489,3,0,0,0,0
16244,2,1,4,0,1400,0,5500,13,0,0,0,0
16245,2,2,3,0,0,0,0,0,0,0,0,0
16246,1,1,3,0,0,0,0,4,0,0,0,1
16247,1,1,3,0,2100,0,26980,0,0,0,0,0
16248,2,2,3,0,15000,0,15000,0,0,0,0,0
16249,1,2,3,1,200,0,5898,9,1,0,0,0
16250,1,2,3,1,0,0,0,0,0,0,0,0
16251,2,1,4,0,0,0,0,1,0,0,0,0
16252,1,2,2,1,600,0,30651,1,0,0,0,1
16253,1,1,4,1,1000,0,13403,3,0,0,0,0
16254,2,1,4,1,1500,0,7500,2,0,0,0,0
16255,2,2,3,0,262,0,32671,0,0,0,0,0
16256,1,1,3,1,0,0,0,0,0,0,0,0
16257,1,1,3,1,3200,0,25500,3,0,0,0,0
16258,1,1,4,1,0,0,0,0,0,0,0,0
16259,1,1,3,0,628,0,2328,13,0,0,0,0
16260,1,1,4,1,2000,0,26000,17,1,0,0,0
16261,1,2,3,1,1600,0,6000,13,0,0,0,0
16262,1,2,3,1,500,0,226096,0,0,0,0,0
16263,1,1,4,0,130,0,13474,0,0,0,0,0
16264,1,3,3,0,1600,0,56500,0,0,0,0,0
16265,1,2,3,1,693,0,1450,5,1,0,0,0
16266,1,1,4,1,500,0,57324,2,0,0,0,0
16267,2,1,4,0,1500,0,190028,3,0,0,0,0
16268,1,1,4,1,0,0,0,0,0,0,0,0
16269,2,3,5,1,15000,0,0,6,0,0,0,0
16270,1,1,3,0,0,0,0,2,1,0,0,0
16271,1,1,3,1,2899,65,0,45,0,0,0,0
16272,1,1,4,0,535,0,73391,0,0,0,0,0
16273,1,2,3,1,1200,0,1400,42,0,0,0,0
16274,1,2,3,0,0,0,0,0,0,0,0,0
16275,1,2,3,0,756,0,95717,8,0,0,0,0
16276,1,2,3,1,2100,0,23543,0,1,0,0,0
16277,1,2,2,1,4099,0,8000,0,1,0,0,1
16278,1,1,4,1,919,0,51215,10,0,0,0,0
16279,2,3,3,0,0,0,0,30,0,0,0,0
16280,1,1,4,0,500,0,22960,0,0,0,0,0
16281,1,2,3,1,500,0,0,11,12,0,0,0
16282,1,1,4,0,0,0,0,11,0,0,0,0
16283,2,1,5,1,68000,0,968000,2,0,0,0,0
16284,1,2,3,0,500,0,39978,25,0,0,0,0
